name,email,password,school,sex,age,first_year_marks_percentage,second_year_marks_percentage,third_year_marks_percentage,first_year_attendance,second_year_attendance,overall_performance,attendance_improvement,total_courses_enrolled,average_course_completion,Web Development_enrolled,PowerBI_enrolled,C++ DSA_enrolled,Python_enrolled,Java_enrolled,MongoDB_enrolled,Machine Learning_enrolled,Web Development_completion,PowerBI_completion,C++ DSA_completion,Python_completion,Java_completion,MongoDB_completion,Machine Learning_completion
Ram,ram@gmail.com,ram8064,GP,M,16,55.00000000000001,55.00000000000001,55.00000000000001,99.0,97.0,55.00000000000001,-2.0,5,32.142857142857146,0,0,1,1,1,1,1,0,0,72,88,16,40,9
Mary,mary@gmail.com,mary9712,GP,F,16,65.0,70.0,75.0,58.0,53.0,70.0,-5.0,3,25.142857142857142,0,0,1,1,1,0,0,0,0,43,35,98,0,0
Preeti,preeti@gmail.com,preeti3445,GP,F,16,35.0,40.0,5.0,95.0,94.0,26.666666666666668,-1.0,5,34.714285714285715,1,0,1,1,1,0,1,32,0,26,29,89,0,67
Khushi,khushi@gmail.com,khushi7533,GP,F,16,70.0,70.0,70.0,74.0,74.0,70.0,0.0,4,32.142857142857146,1,1,1,0,0,0,1,69,6,81,0,0,0,69
Piyush,piyush@gmail.com,piyush4397,GP,M,16,30.0,25.0,0.0,84.0,82.0,18.333333333333332,-2.0,5,43.42857142857143,0,1,1,1,0,1,1,0,60,28,72,0,76,68
Vivek,vivek@gmail.com,vivek4799,GP,M,16,65.0,75.0,80.0,83.0,86.0,73.33333333333333,3.0,3,35.142857142857146,0,1,0,0,0,1,1,0,98,0,0,0,55,93
Ram,ram@gmail.com,ram4851,GP,M,17,70.0,60.0,55.00000000000001,95.0,90.0,61.666666666666664,-5.0,3,28.142857142857142,1,0,1,0,1,0,0,92,0,90,0,15,0,0
Khushi,khushi@gmail.com,khushi8131,GP,F,16,35.0,30.0,-5.0,55.0,56.0,20.0,1.0,3,17.857142857142858,0,1,1,0,0,0,1,0,42,54,0,0,0,29
Manisha,manisha@gmail.com,manisha3228,GP,F,16,50.0,55.00000000000001,45.0,89.0,93.0,50.0,4.0,3,23.285714285714285,1,1,1,0,0,0,0,80,36,47,0,0,0,0
Anshul,anshul@gmail.com,anshul8455,GP,M,17,55.00000000000001,50.0,50.0,95.0,95.0,51.666666666666664,0.0,3,25.571428571428573,0,0,1,0,1,0,1,0,0,8,0,73,0,98
Khushi,khushi@gmail.com,khushi2903,GP,F,16,60.0,60.0,50.0,53.0,53.0,56.666666666666664,0.0,5,31.857142857142858,1,0,1,1,1,0,1,54,0,70,72,5,0,22
Vivek,vivek@gmail.com,vivek4626,GP,M,17,30.0,25.0,30.0,90.0,87.0,28.333333333333332,-3.0,4,41.714285714285715,0,1,1,1,0,0,1,0,100,95,68,0,0,29
Abdul,abdul@gmail.com,abdul5315,GP,M,16,50.0,40.0,45.0,75.0,79.0,45.0,4.0,3,19.0,1,0,0,1,0,0,1,13,0,0,90,0,0,30
Abdul,abdul@gmail.com,abdul9094,GP,M,17,55.00000000000001,55.00000000000001,60.0,91.0,94.0,56.666666666666664,3.0,3,30.571428571428573,0,1,1,0,0,1,0,0,89,65,0,0,60,0
Karan,karan@gmail.com,karan7795,GP,M,16,50.0,45.0,45.0,91.0,90.0,46.666666666666664,-1.0,4,35.42857142857143,0,1,1,1,1,0,0,0,80,71,38,59,0,0
Abdul,abdul@gmail.com,abdul2455,GP,M,16,60.0,65.0,60.0,67.0,67.0,61.666666666666664,0.0,3,19.428571428571427,0,0,0,1,1,0,1,0,0,0,74,3,0,59
Khushi,khushi@gmail.com,khushi6940,GP,F,17,85.0,90.0,90.0,99.0,97.0,88.33333333333333,-2.0,5,33.57142857142857,1,1,1,1,0,0,1,15,64,49,43,0,0,64
Mary,mary@gmail.com,mary5394,GP,F,17,45.0,45.0,40.0,68.0,65.0,43.333333333333336,-3.0,5,39.142857142857146,1,0,1,1,0,1,1,41,0,79,38,0,57,59
Manisha,manisha@gmail.com,manisha9128,GP,F,16,60.0,65.0,60.0,66.0,68.0,61.666666666666664,2.0,3,32.285714285714285,1,1,0,0,0,1,0,61,94,0,0,0,71,0
Karan,karan@gmail.com,karan5023,GP,M,17,60.0,60.0,55.00000000000001,72.0,68.0,58.333333333333336,-4.0,5,23.857142857142858,1,0,1,1,1,1,0,11,0,52,44,8,52,0
Ram,ram@gmail.com,ram6278,GP,M,16,55.00000000000001,60.0,55.00000000000001,64.0,60.0,56.666666666666664,-4.0,3,26.571428571428573,0,1,1,0,0,0,1,0,63,88,0,0,0,35
Anshul,anshul@gmail.com,anshul4142,GP,M,16,75.0,75.0,75.0,77.0,73.0,75.0,-4.0,5,39.714285714285715,0,1,1,1,0,1,1,0,94,90,52,0,6,36
Preeti,preeti@gmail.com,preeti5276,GP,F,17,40.0,35.0,45.0,68.0,66.0,40.0,-2.0,5,33.142857142857146,0,0,1,1,1,1,1,0,0,42,76,27,28,59
Abdul,abdul@gmail.com,abdul8083,GP,M,17,40.0,45.0,50.0,68.0,69.0,45.0,1.0,3,28.428571428571427,0,1,0,0,1,0,1,0,67,0,0,72,0,60
Manisha,manisha@gmail.com,manisha5805,GP,F,16,55.00000000000001,60.0,65.0,65.0,64.0,60.0,-1.0,3,18.428571428571427,1,0,1,0,1,0,0,14,0,94,0,21,0,0
Manisha,manisha@gmail.com,manisha2212,GP,F,17,40.0,40.0,45.0,69.0,74.0,41.666666666666664,5.0,4,29.428571428571427,1,1,0,1,0,0,1,67,83,0,40,0,0,16
Piyush,piyush@gmail.com,piyush7659,GP,M,17,30.0,35.0,35.0,55.0,53.0,33.333333333333336,-2.0,5,32.57142857142857,1,1,1,1,0,0,1,22,79,21,10,0,0,96
Vivek,vivek@gmail.com,vivek7482,GP,M,16,40.0,45.0,50.0,67.0,65.0,45.0,-2.0,3,20.142857142857142,0,0,1,1,1,0,0,0,0,27,38,76,0,0
Abdul,abdul@gmail.com,abdul2017,GP,M,16,65.0,70.0,70.0,76.0,74.0,68.33333333333333,-2.0,3,24.0,1,0,0,0,1,1,0,32,0,0,0,68,68,0
Manisha,manisha@gmail.com,manisha7285,GP,F,17,70.0,75.0,75.0,75.0,80.0,73.33333333333333,5.0,4,20.571428571428573,0,0,0,1,1,1,1,0,0,0,64,43,6,31
Anshul,anshul@gmail.com,anshul9446,GP,M,17,90.0,80.0,85.0,93.0,97.0,85.0,4.0,3,27.428571428571427,1,1,1,0,0,0,0,68,92,32,0,0,0,0
Anshul,anshul@gmail.com,anshul8140,GP,M,16,45.0,45.0,50.0,84.0,82.0,46.666666666666664,-2.0,5,22.428571428571427,0,1,1,1,1,1,0,0,19,23,51,0,64,0
Preeti,preeti@gmail.com,preeti8104,GP,F,17,85.0,85.0,85.0,50.0,46.0,85.0,-4.0,4,21.142857142857142,1,0,0,1,1,1,0,36,0,0,21,64,27,0
Varsha,varsha@gmail.com,varsha9124,GP,F,16,45.0,45.0,50.0,80.0,76.0,46.666666666666664,-4.0,4,28.714285714285715,1,1,1,0,1,0,0,21,27,69,0,84,0,0
Preeti,preeti@gmail.com,preeti1065,GP,F,16,85.0,85.0,85.0,100.0,97.0,85.0,-3.0,5,37.285714285714285,0,1,0,1,1,1,1,0,29,0,96,23,15,98
Mary,mary@gmail.com,mary6777,GP,F,16,40.0,50.0,50.0,70.0,73.0,46.666666666666664,3.0,3,14.0,0,0,0,0,1,1,1,0,0,0,0,50,4,44
Varsha,varsha@gmail.com,varsha7902,GP,F,17,50.0,50.0,55.00000000000001,98.0,100.0,51.666666666666664,2.0,5,46.57142857142857,0,1,1,1,1,0,1,0,81,95,58,89,0,3
Preeti,preeti@gmail.com,preeti6642,GP,F,17,35.0,30.0,30.0,84.0,84.0,31.666666666666668,0.0,5,30.142857142857142,1,1,0,1,1,1,0,29,24,0,64,75,19,0
Varsha,varsha@gmail.com,varsha5381,GP,F,16,50.0,50.0,55.00000000000001,84.0,88.0,51.666666666666664,4.0,4,44.42857142857143,1,1,1,1,0,0,0,74,71,94,72,0,0,0
Manisha,manisha@gmail.com,manisha9000,GP,F,17,50.0,45.0,45.0,62.0,67.0,46.666666666666664,5.0,4,26.285714285714285,1,0,0,1,1,0,1,67,0,0,60,37,0,20
Khushi,khushi@gmail.com,khushi4713,GP,F,16,35.0,35.0,35.0,73.0,74.0,35.0,1.0,4,22.571428571428573,1,0,1,1,0,0,1,44,0,87,20,0,0,7
Preeti,preeti@gmail.com,preeti7978,GP,F,16,50.0,55.00000000000001,60.0,50.0,47.0,55.0,-3.0,3,21.714285714285715,0,0,1,1,0,1,0,0,0,28,35,0,89,0
Mary,mary@gmail.com,mary8359,GP,F,16,40.0,40.0,45.0,58.0,62.0,41.666666666666664,4.0,5,36.42857142857143,1,0,1,1,1,0,1,45,0,12,58,91,0,49
Varsha,varsha@gmail.com,varsha7932,GP,F,17,35.0,35.0,35.0,68.0,66.0,35.0,-2.0,3,18.0,0,1,0,1,1,0,0,0,32,0,40,54,0,0
Khushi,khushi@gmail.com,khushi4232,GP,F,19,40.0,40.0,40.0,65.0,60.0,40.0,-5.0,4,40.285714285714285,0,1,1,1,0,0,1,0,96,38,53,0,0,95
Vivek,vivek@gmail.com,vivek5337,GP,M,17,65.0,65.0,70.0,95.0,99.0,66.66666666666667,4.0,5,30.857142857142858,1,1,0,0,1,1,1,37,13,0,0,92,42,32
Varsha,varsha@gmail.com,varsha6004,GP,F,16,60.0,65.0,70.0,68.0,70.0,65.0,2.0,5,40.57142857142857,1,1,0,0,1,1,1,76,97,0,0,60,4,47
Karan,karan@gmail.com,karan6339,GP,M,18,30.0,35.0,40.0,74.0,73.0,35.0,-1.0,3,16.714285714285715,0,1,0,0,1,0,1,0,21,0,0,52,0,44
Mary,mary@gmail.com,mary2617,GP,F,17,35.0,45.0,45.0,50.0,55.0,41.666666666666664,5.0,4,37.42857142857143,0,1,0,1,0,1,1,0,95,0,13,0,86,68
Mary,mary@gmail.com,mary3725,GP,F,17,70.0,75.0,75.0,86.0,89.0,73.33333333333333,3.0,4,32.42857142857143,0,1,1,1,0,0,1,0,44,14,84,0,0,85
Varsha,varsha@gmail.com,varsha6484,GP,F,17,30.0,30.0,20.0,70.0,70.0,26.666666666666668,0.0,3,19.714285714285715,1,1,0,1,0,0,0,33,41,0,64,0,0,0
Ansh,ansh@gmail.com,ansh5031,GP,M,18,30.0,30.0,40.0,69.0,64.0,33.333333333333336,-5.0,3,23.714285714285715,0,0,1,1,0,0,1,0,0,72,79,0,0,15
Khushi,khushi@gmail.com,khushi5174,GP,F,17,35.0,35.0,40.0,64.0,61.0,36.666666666666664,-3.0,4,29.857142857142858,1,0,0,1,1,0,1,88,0,0,20,12,0,89
Manisha,manisha@gmail.com,manisha7196,GP,F,17,45.0,50.0,50.0,76.0,81.0,48.333333333333336,5.0,3,19.857142857142858,1,1,0,0,1,0,0,52,1,0,0,86,0,0
Preeti,preeti@gmail.com,preeti4046,GP,F,17,30.0,30.0,30.0,63.0,66.0,30.0,3.0,4,31.571428571428573,0,1,1,1,0,0,1,0,54,1,85,0,0,81
Preeti,preeti@gmail.com,preeti7456,GP,F,17,35.0,30.0,5.0,92.0,88.0,23.333333333333332,-4.0,4,33.42857142857143,1,0,1,1,1,0,0,98,0,1,63,72,0,0
Preeti,preeti@gmail.com,preeti5245,GP,F,16,80.0,80.0,85.0,75.0,71.0,81.66666666666667,-4.0,4,47.0,1,1,1,0,0,1,0,88,89,74,0,0,78,0
Vivek,vivek@gmail.com,vivek2536,GP,M,18,65.0,70.0,70.0,92.0,91.0,68.33333333333333,-1.0,5,47.142857142857146,0,1,1,1,1,1,0,0,59,8,96,70,97,0
Mary,mary@gmail.com,mary3111,GP,F,16,65.0,65.0,70.0,88.0,89.0,66.66666666666667,1.0,5,42.42857142857143,1,1,1,0,0,1,1,83,58,11,0,0,69,76
Manisha,manisha@gmail.com,manisha8045,GP,F,18,45.0,40.0,35.0,82.0,78.0,40.0,-4.0,5,25.571428571428573,1,1,0,0,1,1,1,9,8,0,0,80,32,50
Varsha,varsha@gmail.com,varsha4878,GP,F,17,80.0,75.0,75.0,90.0,92.0,76.66666666666667,2.0,5,40.142857142857146,1,1,0,1,1,1,0,33,50,0,36,96,66,0
Ram,ram@gmail.com,ram6512,GP,M,17,55.00000000000001,50.0,55.00000000000001,52.0,50.0,53.333333333333336,-2.0,5,44.57142857142857,1,0,1,1,0,1,1,51,0,80,100,0,46,35
Anshul,anshul@gmail.com,anshul8596,GP,M,18,50.0,40.0,45.0,85.0,81.0,45.0,-4.0,3,17.428571428571427,1,0,1,1,0,0,0,47,0,35,40,0,0,0
Varsha,varsha@gmail.com,varsha1661,GP,F,17,55.00000000000001,45.0,55.00000000000001,54.0,53.0,51.666666666666664,-1.0,3,19.571428571428573,1,0,0,0,1,1,0,48,0,0,0,82,7,0
Preeti,preeti@gmail.com,preeti3391,GP,F,17,65.0,65.0,70.0,69.0,72.0,66.66666666666667,3.0,3,25.142857142857142,1,0,0,0,1,1,0,73,0,0,0,94,9,0
Ansh,ansh@gmail.com,ansh7680,GP,M,17,60.0,60.0,60.0,100.0,96.0,60.0,-4.0,3,18.285714285714285,0,1,1,0,1,0,0,0,57,48,0,23,0,0
Piyush,piyush@gmail.com,piyush9470,GP,M,17,60.0,50.0,50.0,97.0,94.0,53.333333333333336,-3.0,5,18.857142857142858,1,1,0,0,1,1,1,12,4,0,0,9,59,48
Karan,karan@gmail.com,karan8379,GP,M,16,70.0,65.0,65.0,64.0,69.0,66.66666666666667,5.0,4,28.571428571428573,1,0,0,1,0,1,1,70,0,0,33,0,30,67
Vivek,vivek@gmail.com,vivek3879,GP,M,16,40.0,30.0,25.0,52.0,49.0,31.666666666666668,-3.0,4,29.571428571428573,0,0,1,1,1,1,0,0,0,44,75,2,86,0
Ram,ram@gmail.com,ram6469,GP,M,16,55.00000000000001,45.0,50.0,71.0,74.0,50.0,3.0,3,18.142857142857142,1,0,0,1,0,0,1,26,0,0,68,0,0,33
Piyush,piyush@gmail.com,piyush2013,GP,M,17,70.0,65.0,65.0,81.0,77.0,66.66666666666667,-4.0,5,31.857142857142858,1,1,1,1,0,1,0,61,31,28,98,0,5,0
Khushi,khushi@gmail.com,khushi9695,GP,F,16,65.0,60.0,60.0,66.0,70.0,61.666666666666664,4.0,4,27.857142857142858,0,0,1,1,1,0,1,0,0,58,19,53,0,65
Varsha,varsha@gmail.com,varsha7519,GP,F,17,70.0,60.0,60.0,93.0,98.0,63.333333333333336,5.0,4,12.285714285714286,1,0,1,1,0,1,0,19,0,26,5,0,36,0
Anshul,anshul@gmail.com,anshul9608,GP,M,18,35.0,35.0,0.0,81.0,83.0,23.333333333333332,2.0,3,14.714285714285714,0,1,1,0,0,1,0,0,62,11,0,0,30,0
Ansh,ansh@gmail.com,ansh7215,GP,M,17,55.00000000000001,55.00000000000001,55.00000000000001,53.0,48.0,55.00000000000001,-5.0,3,22.142857142857142,0,1,0,0,0,1,1,0,18,0,0,0,38,99
Ansh,ansh@gmail.com,ansh3336,GP,M,17,45.0,50.0,55.00000000000001,52.0,47.0,50.0,-5.0,5,46.0,0,0,1,1,1,1,1,0,0,30,76,99,23,94
Piyush,piyush@gmail.com,piyush6531,GP,M,16,30.0,0.0,0.0,62.0,61.0,10.0,-1.0,4,37.0,1,1,0,0,0,1,1,16,94,0,0,0,70,79
Abdul,abdul@gmail.com,abdul2231,GP,M,16,60.0,55.00000000000001,55.00000000000001,55.0,51.0,56.666666666666664,-4.0,3,18.142857142857142,0,1,0,1,1,0,0,0,71,0,28,28,0,0
Manisha,manisha@gmail.com,manisha3825,GP,F,18,40.0,5.0,5.0,96.0,94.0,16.666666666666668,-2.0,3,21.428571428571427,0,0,1,1,0,0,1,0,0,93,37,0,0,20
Vivek,vivek@gmail.com,vivek6570,GP,M,16,85.0,85.0,85.0,59.0,58.0,85.0,-1.0,5,28.428571428571427,1,0,0,1,1,1,1,76,0,0,18,27,16,62
Karan,karan@gmail.com,karan4894,GP,M,17,55.00000000000001,55.00000000000001,60.0,50.0,49.0,56.666666666666664,-1.0,5,38.285714285714285,0,1,1,1,1,1,0,0,78,29,30,67,64,0
Karan,karan@gmail.com,karan3191,GP,M,22,30.0,40.0,40.0,90.0,94.0,36.666666666666664,4.0,5,29.0,1,1,1,1,0,1,0,9,11,62,63,0,58,0
Abdul,abdul@gmail.com,abdul5584,GP,M,18,20.0,30.0,30.0,96.0,95.0,26.666666666666668,-1.0,4,17.0,1,1,0,1,0,1,0,6,60,0,26,0,27,0
Vivek,vivek@gmail.com,vivek6663,GP,M,16,60.0,70.0,70.0,50.0,50.0,66.66666666666667,0.0,3,14.142857142857142,0,0,0,0,1,1,1,0,0,0,0,26,18,55
Anshul,anshul@gmail.com,anshul9470,GP,M,18,35.0,45.0,45.0,100.0,100.0,41.666666666666664,0.0,3,22.285714285714285,0,1,1,1,0,0,0,0,12,54,90,0,0,0
Ram,ram@gmail.com,ram7482,GP,M,16,35.0,50.0,50.0,70.0,65.0,45.0,-5.0,5,37.57142857142857,1,0,0,1,1,1,1,15,0,0,13,81,85,69
Abdul,abdul@gmail.com,abdul4260,GP,M,18,35.0,50.0,45.0,99.0,100.0,43.333333333333336,1.0,3,20.285714285714285,0,1,1,0,0,1,0,0,45,52,0,0,45,0
Ansh,ansh@gmail.com,ansh9445,GP,M,16,45.0,50.0,45.0,99.0,100.0,46.666666666666664,1.0,3,7.142857142857143,0,0,1,1,1,0,0,0,0,10,17,23,0,0
Ram,ram@gmail.com,ram9307,GP,M,17,40.0,60.0,60.0,78.0,77.0,53.333333333333336,-1.0,3,21.857142857142858,1,0,1,0,0,0,1,53,0,74,0,0,0,26
Anshul,anshul@gmail.com,anshul1995,GP,M,17,35.0,45.0,40.0,80.0,83.0,40.0,3.0,3,34.857142857142854,1,0,0,0,1,0,1,72,0,0,0,82,0,90
Manisha,manisha@gmail.com,manisha7915,GP,F,17,75.0,65.0,70.0,98.0,96.0,70.0,-2.0,4,30.857142857142858,0,1,0,1,1,0,1,0,44,0,33,47,0,92
Karan,karan@gmail.com,karan4795,GP,M,19,50.0,50.0,50.0,51.0,52.0,50.0,1.0,5,45.142857142857146,0,1,1,1,1,0,1,0,68,85,85,77,0,1
Ansh,ansh@gmail.com,ansh9523,GP,M,18,80.0,75.0,75.0,91.0,87.0,76.66666666666667,-4.0,4,42.714285714285715,1,1,1,0,0,1,0,35,83,84,0,0,97,0
Manisha,manisha@gmail.com,manisha2730,GP,F,17,55.00000000000001,50.0,5.0,99.0,100.0,36.666666666666664,1.0,4,22.714285714285715,1,0,1,1,0,0,1,68,0,23,17,0,0,51
Preeti,preeti@gmail.com,preeti9997,GP,F,18,85.0,90.0,90.0,82.0,87.0,88.33333333333333,5.0,5,48.57142857142857,1,0,1,0,1,1,1,92,0,23,0,54,75,96
Karan,karan@gmail.com,karan4648,GP,M,18,40.0,40.0,40.0,63.0,67.0,40.0,4.0,5,30.0,0,1,1,0,1,1,1,0,30,73,0,25,43,39
Ram,ram@gmail.com,ram9326,GP,M,18,60.0,55.00000000000001,55.00000000000001,50.0,49.0,56.666666666666664,-1.0,3,31.142857142857142,1,1,0,1,0,0,0,60,96,0,62,0,0,0
Khushi,khushi@gmail.com,khushi8182,GP,F,17,50.0,45.0,45.0,83.0,88.0,46.666666666666664,5.0,4,26.857142857142858,0,1,0,1,1,1,0,0,67,0,88,28,5,0
Mary,mary@gmail.com,mary1144,GP,F,18,45.0,50.0,0.0,72.0,73.0,31.666666666666668,1.0,3,33.142857142857146,0,1,0,0,1,0,1,0,94,0,0,94,0,44
Ram,ram@gmail.com,ram9399,GP,M,18,80.0,80.0,80.0,56.0,55.0,80.0,-1.0,3,22.142857142857142,0,1,0,1,0,0,1,0,45,0,50,0,0,60
Anshul,anshul@gmail.com,anshul4782,GP,M,17,45.0,45.0,50.0,89.0,89.0,46.666666666666664,0.0,5,31.714285714285715,1,1,0,0,1,1,1,3,50,0,0,76,12,81
Manisha,manisha@gmail.com,manisha6089,GP,F,18,60.0,50.0,55.00000000000001,85.0,81.0,55.0,-4.0,5,35.714285714285715,0,0,1,1,1,1,1,0,0,33,57,47,72,41
Ram,ram@gmail.com,ram5000,GP,M,18,45.0,40.0,45.0,59.0,54.0,43.333333333333336,-5.0,3,24.571428571428573,1,1,1,0,0,0,0,55,30,87,0,0,0,0
Varsha,varsha@gmail.com,varsha9499,GP,F,18,30.0,0.0,0.0,62.0,58.0,10.0,-4.0,5,28.142857142857142,0,1,1,0,1,1,1,0,69,34,0,13,53,28
Manisha,manisha@gmail.com,manisha5432,GP,F,19,45.0,45.0,45.0,68.0,70.0,45.0,2.0,5,25.857142857142858,1,1,0,1,1,1,0,74,32,0,44,5,26,0
Preeti,preeti@gmail.com,preeti3813,GP,F,18,75.0,70.0,70.0,80.0,82.0,71.66666666666667,2.0,4,29.857142857142858,1,1,0,0,0,1,1,99,35,0,0,0,53,22
Khushi,khushi@gmail.com,khushi7093,GP,F,18,60.0,60.0,60.0,92.0,93.0,60.0,1.0,5,36.714285714285715,1,1,0,1,1,0,1,71,45,0,52,37,0,52
Piyush,piyush@gmail.com,piyush4777,GP,M,17,80.0,75.0,75.0,94.0,98.0,76.66666666666667,4.0,3,31.142857142857142,1,1,1,0,0,0,0,67,84,67,0,0,0,0
Manisha,manisha@gmail.com,manisha8875,GP,F,17,50.0,50.0,50.0,68.0,73.0,50.0,5.0,5,26.571428571428573,1,1,0,1,1,1,0,43,52,0,8,45,38,0
Preeti,preeti@gmail.com,preeti3102,GP,F,17,60.0,60.0,60.0,80.0,83.0,60.0,3.0,5,34.0,0,0,1,1,1,1,1,0,0,94,62,20,1,61
Preeti,preeti@gmail.com,preeti3661,GP,F,18,50.0,45.0,45.0,60.0,55.0,46.666666666666664,-5.0,4,20.857142857142858,0,0,0,1,1,1,1,0,0,0,56,33,39,18
Ansh,ansh@gmail.com,ansh8997,GP,M,18,45.0,45.0,45.0,81.0,82.0,45.0,1.0,4,31.428571428571427,0,0,1,1,1,1,0,0,0,67,41,35,77,0
Manisha,manisha@gmail.com,manisha8038,GP,F,18,45.0,40.0,40.0,85.0,90.0,41.666666666666664,5.0,5,26.285714285714285,1,1,0,0,1,1,1,51,46,0,0,9,61,17
Abdul,abdul@gmail.com,abdul7525,GP,M,18,50.0,55.00000000000001,50.0,71.0,76.0,51.666666666666664,5.0,5,27.142857142857142,1,1,1,0,1,0,1,80,41,24,0,10,0,35
Ram,ram@gmail.com,ram1534,GP,M,17,40.0,40.0,40.0,87.0,87.0,40.0,0.0,5,54.285714285714285,1,1,0,1,1,1,0,98,84,0,32,88,78,0
Vivek,vivek@gmail.com,vivek8566,GP,M,17,55.00000000000001,45.0,50.0,70.0,68.0,50.0,-2.0,5,27.142857142857142,1,1,1,0,0,1,1,18,73,12,0,0,63,24
Preeti,preeti@gmail.com,preeti2867,GP,F,18,60.0,60.0,60.0,80.0,84.0,60.0,4.0,4,19.285714285714285,0,1,1,0,1,0,1,0,24,47,0,4,0,60
Preeti,preeti@gmail.com,preeti9581,GP,F,18,35.0,40.0,45.0,50.0,48.0,40.0,-2.0,4,19.285714285714285,0,0,1,0,1,1,1,0,0,30,0,28,77,0
Khushi,khushi@gmail.com,khushi5857,GP,F,17,55.00000000000001,50.0,60.0,100.0,100.0,55.0,0.0,5,40.714285714285715,1,0,1,1,0,1,1,35,0,60,50,0,78,62
Anshul,anshul@gmail.com,anshul1892,GP,M,17,60.0,50.0,55.00000000000001,74.0,71.0,55.0,-3.0,3,20.714285714285715,0,1,0,1,1,0,0,0,43,0,95,7,0,0
Varsha,varsha@gmail.com,varsha9650,GP,F,18,85.0,85.0,90.0,59.0,63.0,86.66666666666667,4.0,3,14.428571428571429,0,1,0,1,0,1,0,0,62,0,8,0,31,0
Preeti,preeti@gmail.com,preeti2339,GP,F,17,65.0,60.0,60.0,75.0,73.0,61.666666666666664,-2.0,3,23.714285714285715,0,0,0,1,1,0,1,0,0,0,63,69,0,34
Abdul,abdul@gmail.com,abdul6776,GP,M,18,75.0,70.0,70.0,88.0,84.0,71.66666666666667,-4.0,3,19.571428571428573,1,1,0,0,0,1,0,98,38,0,0,0,1,0
Vivek,vivek@gmail.com,vivek3058,GP,M,18,70.0,60.0,70.0,54.0,55.0,66.66666666666667,1.0,4,44.857142857142854,0,1,0,1,0,1,1,0,82,0,77,0,98,57
Piyush,piyush@gmail.com,piyush3704,GP,M,18,60.0,55.00000000000001,55.00000000000001,67.0,62.0,56.666666666666664,-5.0,4,25.0,1,1,0,1,0,1,0,34,58,0,21,0,62,0
Preeti,preeti@gmail.com,preeti9532,GP,F,17,80.0,80.0,80.0,96.0,94.0,80.0,-2.0,5,23.714285714285715,1,1,0,1,1,0,1,23,1,0,17,56,0,69
Mary,mary@gmail.com,mary8533,GP,F,18,60.0,60.0,65.0,68.0,71.0,61.666666666666664,3.0,4,38.714285714285715,0,1,0,1,0,1,1,0,76,0,99,0,22,74
Varsha,varsha@gmail.com,varsha6700,GP,F,17,90.0,90.0,90.0,76.0,80.0,90.0,4.0,4,26.857142857142858,1,1,1,0,0,0,1,7,86,30,0,0,0,65
Ansh,ansh@gmail.com,ansh7772,GP,M,18,70.0,65.0,70.0,68.0,73.0,68.33333333333333,5.0,3,21.571428571428573,0,1,0,0,1,1,0,0,21,0,0,80,50,0
Vivek,vivek@gmail.com,vivek4860,GP,M,17,65.0,55.00000000000001,50.0,55.0,51.0,56.666666666666664,-4.0,3,22.142857142857142,1,1,1,0,0,0,0,38,47,70,0,0,0,0
Manisha,manisha@gmail.com,manisha6474,GP,F,19,50.0,45.0,0.0,84.0,89.0,31.666666666666668,5.0,5,46.42857142857143,1,1,1,1,1,0,0,33,54,88,61,89,0,0
Manisha,manisha@gmail.com,manisha4168,GP,F,18,50.0,40.0,40.0,75.0,74.0,43.333333333333336,-1.0,3,23.857142857142858,0,0,1,1,0,0,1,0,0,67,76,0,0,24
Manisha,manisha@gmail.com,manisha2386,GP,F,18,75.0,70.0,75.0,91.0,96.0,73.33333333333333,5.0,5,41.714285714285715,1,1,0,0,1,1,1,79,92,0,0,65,25,31
Anshul,anshul@gmail.com,anshul6171,GP,M,18,80.0,75.0,80.0,89.0,89.0,78.33333333333333,0.0,3,22.857142857142858,1,0,0,1,1,0,0,22,0,0,65,73,0,0
Mary,mary@gmail.com,mary2230,GP,F,18,60.0,50.0,55.00000000000001,70.0,67.0,55.0,-3.0,4,33.57142857142857,0,1,1,0,1,0,1,0,45,41,0,73,0,76
Ansh,ansh@gmail.com,ansh5138,GP,M,17,55.00000000000001,55.00000000000001,50.0,63.0,60.0,53.333333333333336,-3.0,3,30.142857142857142,1,0,1,0,0,0,1,96,0,19,0,0,0,96
Mary,mary@gmail.com,mary9767,GP,F,17,75.0,60.0,70.0,79.0,76.0,68.33333333333333,-3.0,4,29.714285714285715,0,1,1,0,1,1,0,0,35,77,0,89,7,0
Khushi,khushi@gmail.com,khushi3149,GP,F,17,85.0,85.0,90.0,82.0,77.0,86.66666666666667,-5.0,3,24.714285714285715,0,0,1,1,0,1,0,0,0,81,68,0,24,0
Anshul,anshul@gmail.com,anshul2511,GP,M,19,80.0,75.0,70.0,95.0,93.0,75.0,-2.0,3,27.0,0,1,0,1,0,1,0,0,96,0,66,0,27,0
Mary,mary@gmail.com,mary9035,GP,F,18,70.0,60.0,60.0,78.0,73.0,63.333333333333336,-5.0,4,28.285714285714285,1,0,0,1,0,1,1,17,0,0,49,0,52,80
Karan,karan@gmail.com,karan7409,GP,M,20,90.0,95.0,95.0,94.0,99.0,93.33333333333333,5.0,3,19.142857142857142,0,0,1,1,1,0,0,0,0,6,68,60,0,0
