name,email,password,school,sex,age,first_year_marks_percentage,second_year_marks_percentage,third_year_marks_percentage,first_year_attendance,second_year_attendance,overall_performance,attendance_improvement,total_courses_enrolled,average_course_completion,daily_study_hours,average_monthly_performance,Web Development_enrolled,PowerBI_enrolled,C++ DSA_enrolled,Python_enrolled,Java_enrolled,MongoDB_enrolled,Machine Learning_enrolled,Web Development_completion,PowerBI_completion,C++ DSA_completion,Python_completion,Java_completion,MongoDB_completion,Machine Learning_completion,Web Development_teacher_completion,PowerBI_teacher_completion,C++ DSA_teacher_completion,Python_teacher_completion,Java_teacher_completion,MongoDB_teacher_completion,Machine Learning_teacher_completion
Ansh,ansh@gmail.com,ansh3402,GP,M,15,55.00000000000001,65.0,70.0,78,81,63.333333333333336,3,4,14.285714285714286,6,74.80349880858502,1,1,0,1,0,0,1,20,48,0,22,0,0,10,88,76,0,91,0,0,57
Ansh,ansh@gmail.com,ansh7254,GP,M,16,60.0,65.0,60.0,51,54,61.666666666666664,3,5,44.285714285714285,2,77.68428575135567,1,1,1,0,1,1,0,69,99,40,0,20,82,0,77,100,43,0,75,97,0
Anshul,anshul@gmail.com,anshul9239,GP,M,17,40.0,30.0,35.0,56,54,35.0,-2,3,17.857142857142858,7,67.28701005121728,0,1,1,0,0,0,1,0,79,15,0,0,0,31,0,94,60,0,0,0,72
Ram,ram@gmail.com,ram7076,GP,M,15,70.0,65.0,65.0,63,58,66.66666666666667,-5,4,39.0,1,86.69672488969353,1,1,1,1,0,0,0,80,73,29,91,0,0,0,82,89,64,94,0,0,0
Khushi,khushi@gmail.com,khushi2546,GP,F,15,80.0,75.0,75.0,68,71,76.66666666666667,3,4,18.285714285714285,6,82.96052664740517,1,1,1,0,0,0,1,75,2,21,0,0,0,30,88,93,87,0,0,0,87
Piyush,piyush@gmail.com,piyush1752,GP,M,15,80.0,70.0,75.0,73,74,75.0,1,3,26.0,1,70.97151992823369,0,1,1,1,0,0,0,0,54,66,62,0,0,0,0,77,86,79,0,0,0
Mary,mary@gmail.com,mary6194,GP,F,16,70.0,70.0,70.0,94,91,70.0,-3,4,11.428571428571429,4,66.67139375702,1,0,1,1,0,0,1,17,0,2,42,0,0,19,79,0,31,80,0,0,72
Karan,karan@gmail.com,karan8461,GP,M,16,65.0,50.0,60.0,51,46,58.333333333333336,-5,3,14.142857142857142,4,86.74514841094565,1,0,0,0,0,1,1,23,0,0,0,0,19,57,81,0,0,0,0,37,60
Manisha,manisha@gmail.com,manisha1257,GP,F,16,35.0,30.0,35.0,52,56,33.333333333333336,4,3,15.285714285714286,7,68.65725019352584,0,1,0,1,0,1,0,0,43,0,16,0,48,0,0,82,0,55,0,59,0
Abdul,abdul@gmail.com,abdul6339,GP,M,15,65.0,65.0,60.0,90,89,63.333333333333336,-1,4,36.285714285714285,1,75.28816330569086,1,0,0,1,0,1,1,97,0,0,35,0,32,90,99,0,0,56,0,93,94
Khushi,khushi@gmail.com,khushi1347,GP,F,15,30.0,45.0,50.0,56,53,41.666666666666664,-3,3,11.714285714285714,3,84.19126260962062,0,0,1,0,1,0,1,0,0,6,0,70,0,6,0,0,50,0,85,0,80
Preeti,preeti@gmail.com,preeti7104,GP,F,19,35.0,40.0,45.0,61,62,40.0,1,3,23.571428571428573,5,65.69056731643404,0,0,0,0,1,1,1,0,0,0,0,97,46,22,0,0,0,0,97,48,74
Abdul,abdul@gmail.com,abdul4849,GP,M,18,30.0,15.0,-5.0,59,64,13.333333333333334,5,4,27.285714285714285,5,79.79717952437795,0,1,0,1,1,0,1,0,14,0,58,22,0,97,0,81,0,98,40,0,100
Piyush,piyush@gmail.com,piyush6501,GP,M,16,85.0,85.0,85.0,54,51,85.0,-3,5,21.857142857142858,6,80.09394939520523,1,0,1,0,1,1,1,10,0,32,0,64,44,3,74,0,41,0,68,45,61
Preeti,preeti@gmail.com,preeti2546,GP,F,15,60.0,0.0,0.0,61,66,20.0,5,5,48.285714285714285,8,71.0121204324307,1,1,0,1,1,1,0,78,36,0,75,81,68,0,82,58,0,91,96,70,0
Manisha,manisha@gmail.com,manisha5156,GP,F,15,45.0,5.0,5.0,92,93,18.333333333333332,1,4,25.428571428571427,3,77.49844118515911,1,1,1,1,0,0,0,100,10,54,14,0,0,0,100,21,89,58,0,0,0
Varsha,varsha@gmail.com,varsha8672,GP,F,17,50.0,65.0,60.0,89,88,58.333333333333336,-1,3,25.428571428571427,3,88.80378559003177,1,0,0,0,0,1,1,83,0,0,0,0,6,89,100,0,0,0,0,40,94
Khushi,khushi@gmail.com,khushi1860,GP,F,16,60.0,55.00000000000001,55.00000000000001,66,63,56.666666666666664,-3,4,31.857142857142858,1,88.5950340970991,0,1,1,0,1,1,0,0,37,68,0,94,24,0,0,75,78,0,94,99,0
Anshul,anshul@gmail.com,anshul2204,GP,M,15,40.0,-5.0,-5.0,58,63,10.0,5,5,32.57142857142857,7,88.14238847215344,0,0,1,1,1,1,1,0,0,1,39,78,97,13,0,0,34,64,85,100,54
Preeti,preeti@gmail.com,preeti7526,GP,F,15,55.00000000000001,0.0,0.0,81,76,18.333333333333336,-5,4,39.57142857142857,6,60.91067160500396,1,0,0,1,1,0,1,54,0,0,88,63,0,72,57,0,0,94,65,0,98
Vivek,vivek@gmail.com,vivek6706,GP,M,17,45.0,-5.0,-5.0,52,51,11.666666666666666,-1,5,48.714285714285715,6,61.676589604963894,1,1,1,0,0,1,1,29,97,45,0,0,77,93,32,97,62,0,0,84,97
Manisha,manisha@gmail.com,manisha1774,GP,F,16,20.0,0.0,0.0,84,83,6.666666666666667,-1,5,29.571428571428573,5,66.33713341805594,0,1,1,1,1,1,0,0,57,74,5,36,35,0,0,57,97,61,86,85,0
Ram,ram@gmail.com,ram2567,GP,M,16,70.0,60.0,60.0,78,75,63.333333333333336,-3,4,36.714285714285715,4,72.2869577334157,0,1,0,1,1,1,0,0,50,0,43,86,78,0,0,68,0,75,88,84,0
Preeti,preeti@gmail.com,preeti4257,GP,F,15,80.0,80.0,75.0,74,69,78.33333333333333,-5,3,35.57142857142857,2,80.74585512788461,0,1,1,0,1,0,0,0,76,81,0,92,0,0,0,95,97,0,93,0,0
Karan,karan@gmail.com,karan7602,GP,M,15,35.0,45.0,0.0,76,75,26.666666666666668,-1,5,39.857142857142854,5,77.18171703727442,1,1,1,0,1,1,0,96,12,89,0,66,16,0,97,75,92,0,91,29,0
Ansh,ansh@gmail.com,ansh3300,GP,M,16,40.0,40.0,40.0,56,56,40.0,0,3,27.428571428571427,8,61.22374410906815,1,0,1,0,0,0,1,38,0,98,0,0,0,56,87,0,100,0,0,0,85
Mary,mary@gmail.com,mary7940,GP,F,15,45.0,55.00000000000001,55.00000000000001,62,58,51.666666666666664,-4,4,42.57142857142857,7,63.735383246763234,1,1,0,1,1,0,0,62,55,0,95,86,0,0,71,90,0,95,97,0,0
Mary,mary@gmail.com,mary8335,GP,F,16,70.0,70.0,65.0,70,65,68.33333333333333,-5,5,46.857142857142854,5,72.23584855700548,0,1,1,0,1,1,1,0,85,54,0,71,92,26,0,95,76,0,88,97,89
Karan,karan@gmail.com,karan5032,GP,M,17,25.0,0.0,0.0,82,84,8.333333333333334,2,5,33.714285714285715,3,69.61547572702935,0,1,1,0,1,1,1,0,99,48,0,62,13,14,0,100,63,0,99,47,74
Varsha,varsha@gmail.com,varsha4944,GP,F,15,40.0,55.00000000000001,55.00000000000001,61,63,50.0,2,4,25.0,3,68.88434089336593,0,1,1,1,0,1,0,0,29,43,61,0,42,0,0,37,86,63,0,62,0
Preeti,preeti@gmail.com,preeti8079,GP,F,15,25.0,30.0,-5.0,53,53,16.666666666666668,0,5,30.857142857142858,7,83.85777608159839,1,1,1,1,1,0,0,75,36,71,22,12,0,0,98,42,89,22,58,0,0
Preeti,preeti@gmail.com,preeti2571,GP,F,15,55.00000000000001,60.0,60.0,99,100,58.333333333333336,1,5,29.142857142857142,3,89.21116761060813,1,1,1,0,1,1,0,19,48,45,0,29,63,0,49,98,99,0,60,97,0
Abdul,abdul@gmail.com,abdul2531,GP,M,16,35.0,30.0,0.0,85,86,21.666666666666668,1,5,39.42857142857143,1,68.2091309520063,0,1,1,1,1,1,0,0,85,34,68,15,74,0,0,92,59,72,20,79,0
Abdul,abdul@gmail.com,abdul3246,GP,M,15,40.0,45.0,50.0,62,58,45.0,-4,3,21.857142857142858,6,73.62591139541352,1,1,0,0,1,0,0,19,34,0,0,100,0,0,97,38,0,0,100,0,0
Ansh,ansh@gmail.com,ansh3502,GP,M,18,30.0,25.0,0.0,83,84,18.333333333333332,1,4,27.428571428571427,1,65.9601636239604,0,0,1,1,1,0,1,0,0,72,22,92,0,6,0,0,99,98,100,0,66
Ansh,ansh@gmail.com,ansh3825,GP,M,16,65.0,70.0,75.0,99,95,70.0,-4,3,34.285714285714285,1,65.68539853792697,1,0,1,1,0,0,0,94,0,78,68,0,0,0,100,0,85,94,0,0,0
Varsha,varsha@gmail.com,varsha2400,GP,F,15,50.0,50.0,50.0,79,79,50.0,0,3,16.857142857142858,6,84.49450212008541,0,1,1,0,0,0,1,0,39,12,0,0,0,67,0,79,70,0,0,0,74
Piyush,piyush@gmail.com,piyush1695,GP,M,19,25.0,0.0,0.0,85,81,8.333333333333334,-4,3,32.0,1,72.66634283499985,0,0,1,0,1,1,0,0,0,57,0,67,100,0,0,0,76,0,97,100,0
Preeti,preeti@gmail.com,preeti4136,GP,F,17,50.0,50.0,55.00000000000001,52,51,51.666666666666664,-1,5,41.42857142857143,1,80.20472245162892,1,1,1,1,1,0,0,51,41,81,99,18,0,0,82,53,95,100,24,0,0
Anshul,anshul@gmail.com,anshul1776,GP,M,15,55.00000000000001,40.0,40.0,63,67,45.0,4,4,28.571428571428573,6,60.65230540600496,1,1,0,0,0,1,1,6,28,0,0,0,66,100,63,95,0,0,0,79,100
Piyush,piyush@gmail.com,piyush1533,GP,M,17,75.0,55.00000000000001,60.0,57,54,63.333333333333336,-3,3,25.857142857142858,7,64.40608796473543,1,0,1,1,0,0,0,86,0,95,0,0,0,0,89,0,98,90,0,0,0
Khushi,khushi@gmail.com,khushi9433,GP,F,18,45.0,40.0,50.0,68,63,45.0,-5,5,46.857142857142854,2,87.60975193870081,1,0,1,1,1,0,1,19,0,59,94,63,0,93,89,0,61,100,95,0,96
Anshul,anshul@gmail.com,anshul4058,GP,M,16,90.0,80.0,80.0,91,96,83.33333333333333,5,3,16.0,8,62.71269864443056,1,0,1,0,1,0,0,34,0,2,0,76,0,0,45,0,51,0,90,0,0
Abdul,abdul@gmail.com,abdul8084,GP,M,16,45.0,55.00000000000001,55.00000000000001,54,49,51.666666666666664,-5,4,23.714285714285715,6,74.23644736916178,1,1,0,0,1,1,0,32,18,0,0,36,80,0,54,85,0,0,53,81,0
Ansh,ansh@gmail.com,ansh1941,GP,M,17,35.0,30.0,0.0,80,79,21.666666666666668,-1,5,36.0,6,65.20385428802933,1,1,1,0,0,1,1,53,18,63,0,0,62,56,60,45,65,0,0,94,95
Ram,ram@gmail.com,ram8584,GP,M,15,25.0,45.0,35.0,87,83,35.0,-4,5,41.0,7,62.21898656635241,1,1,1,1,1,0,0,89,48,57,40,53,0,0,92,64,60,75,56,0,0
Abdul,abdul@gmail.com,abdul9506,GP,M,16,35.0,0.0,0.0,68,69,11.666666666666666,1,3,12.142857142857142,5,64.81103923648071,0,1,0,0,1,1,0,0,47,0,0,2,36,0,0,92,0,0,16,43,0
Abdul,abdul@gmail.com,abdul2716,GP,M,17,45.0,45.0,45.0,55,50,45.0,-5,3,20.142857142857142,2,70.97957354054088,1,1,0,1,0,0,0,13,91,0,37,0,0,0,62,97,0,64,0,0,0
Ram,ram@gmail.com,ram4453,GP,M,17,25.0,40.0,35.0,89,92,33.333333333333336,3,5,38.285714285714285,3,78.02931913000663,1,0,0,1,1,1,1,40,0,0,54,4,77,93,97,0,0,98,17,77,94
Abdul,abdul@gmail.com,abdul9241,GP,M,16,60.0,55.00000000000001,60.0,73,73,58.333333333333336,0,3,32.57142857142857,2,74.79311876588899,1,0,0,0,0,1,1,88,0,0,0,0,96,44,91,0,0,0,0,99,93
Ram,ram@gmail.com,ram8064,GP,M,16,55.00000000000001,55.00000000000001,55.00000000000001,99,94,55.00000000000001,-5,4,35.142857142857146,2,79.13923441428645,0,1,1,1,1,0,0,0,93,70,33,50,0,0,0,98,94,62,68,0,0
Mary,mary@gmail.com,mary9712,GP,F,16,65.0,70.0,75.0,58,62,70.0,4,5,42.42857142857143,7,89.13132442239998,1,0,0,1,1,1,1,7,0,0,99,76,84,31,84,0,0,100,76,88,51
Preeti,preeti@gmail.com,preeti3445,GP,F,16,35.0,40.0,5.0,95,99,26.666666666666668,4,5,20.714285714285715,4,66.16070185761617,1,1,1,0,0,1,1,95,15,2,0,0,15,18,95,54,14,0,0,78,86
Khushi,khushi@gmail.com,khushi7533,GP,F,16,70.0,70.0,70.0,74,74,70.0,0,5,40.857142857142854,5,78.54875533091011,1,1,1,0,1,0,1,45,42,49,0,51,0,99,74,74,90,0,88,0,100
Piyush,piyush@gmail.com,piyush4397,GP,M,16,30.0,25.0,0.0,84,81,18.333333333333332,-3,5,38.42857142857143,4,63.590155294494316,1,1,0,1,0,1,1,55,52,0,92,0,64,6,98,73,0,97,0,79,30
Vivek,vivek@gmail.com,vivek4799,GP,M,16,65.0,75.0,80.0,83,80,73.33333333333333,-3,3,22.142857142857142,5,64.28168594976123,1,0,1,0,0,1,0,13,0,97,0,0,45,0,43,0,99,0,0,61,0
Ram,ram@gmail.com,ram4851,GP,M,17,70.0,60.0,55.00000000000001,95,95,61.666666666666664,0,5,38.857142857142854,2,61.025303934930605,1,1,1,0,1,1,0,89,45,34,0,68,36,0,89,85,87,0,78,95,0
Khushi,khushi@gmail.com,khushi8131,GP,F,16,35.0,30.0,-5.0,55,50,20.0,-5,5,34.142857142857146,8,78.1767508408971,1,1,1,1,0,1,0,95,59,26,50,0,9,0,100,66,45,78,0,20,0
Manisha,manisha@gmail.com,manisha3228,GP,F,16,50.0,55.00000000000001,45.0,89,90,50.0,1,4,38.857142857142854,6,77.10481672385308,1,1,0,0,0,1,1,70,68,0,0,0,56,78,89,70,0,0,0,87,88
Anshul,anshul@gmail.com,anshul8455,GP,M,17,55.00000000000001,50.0,50.0,95,93,51.666666666666664,-2,4,23.0,6,60.018839526800676,0,0,1,1,1,0,1,0,0,28,26,12,0,95,0,0,57,84,42,0,97
Khushi,khushi@gmail.com,khushi2903,GP,F,16,60.0,60.0,50.0,53,58,56.666666666666664,5,4,26.571428571428573,1,87.94142023351887,1,0,1,1,0,1,0,70,0,35,32,0,49,0,88,0,50,80,0,76,0
Vivek,vivek@gmail.com,vivek4626,GP,M,17,30.0,25.0,30.0,90,93,28.333333333333332,3,5,34.0,7,88.7176728966142,1,1,0,1,0,1,1,52,50,0,48,0,29,59,90,75,0,52,0,82,60
Abdul,abdul@gmail.com,abdul5315,GP,M,16,50.0,40.0,45.0,75,71,45.0,-4,3,15.285714285714286,3,85.38336488302868,1,0,1,1,0,0,0,0,0,63,44,0,0,0,27,0,85,71,0,0,0
Abdul,abdul@gmail.com,abdul9094,GP,M,17,55.00000000000001,55.00000000000001,60.0,91,94,56.666666666666664,3,5,66.28571428571429,5,71.56587400343336,0,1,1,1,0,1,1,0,100,98,82,0,84,100,0,100,100,92,0,91,100
Karan,karan@gmail.com,karan7795,GP,M,16,50.0,45.0,45.0,91,92,46.666666666666664,1,5,38.714285714285715,7,70.36972075398931,1,1,0,1,0,1,1,19,48,0,57,0,90,57,88,55,0,65,0,90,77
Abdul,abdul@gmail.com,abdul2455,GP,M,16,60.0,65.0,60.0,67,72,61.666666666666664,5,5,28.142857142857142,1,88.70784499252579,1,0,1,0,1,1,1,58,0,49,0,1,88,1,97,0,100,0,26,100,57
Khushi,khushi@gmail.com,khushi6940,GP,F,17,85.0,90.0,90.0,99,95,88.33333333333333,-4,5,31.857142857142858,6,84.38096536117123,0,1,1,1,1,0,1,0,74,71,1,16,0,61,0,88,84,64,52,0,80
Mary,mary@gmail.com,mary5394,GP,F,17,45.0,45.0,40.0,68,65,43.333333333333336,-3,3,5.857142857142857,2,74.95153353135039,1,0,0,0,0,1,1,3,0,0,0,0,0,38,97,0,0,0,0,37,98
Manisha,manisha@gmail.com,manisha9128,GP,F,16,60.0,65.0,60.0,66,67,61.666666666666664,1,3,25.571428571428573,3,67.96202290310241,0,0,1,0,1,0,1,0,0,36,0,88,0,55,0,0,43,0,89,0,100
Karan,karan@gmail.com,karan5023,GP,M,17,60.0,60.0,55.00000000000001,72,69,58.333333333333336,-3,5,31.571428571428573,8,62.27216965242835,0,1,1,1,0,1,1,0,85,16,49,0,49,22,0,98,38,69,0,53,25
Ram,ram@gmail.com,ram6278,GP,M,16,55.00000000000001,60.0,55.00000000000001,64,59,56.666666666666664,-5,4,32.714285714285715,5,67.81120337036666,0,0,1,1,1,0,1,0,0,19,81,48,0,81,0,0,86,100,91,0,87
Anshul,anshul@gmail.com,anshul4142,GP,M,16,75.0,75.0,75.0,77,82,75.0,5,4,30.428571428571427,2,61.85490747708601,1,1,1,0,0,0,1,86,39,12,0,0,0,76,93,85,36,0,0,0,76
Preeti,preeti@gmail.com,preeti5276,GP,F,17,40.0,35.0,45.0,68,73,40.0,5,3,19.714285714285715,4,82.83661256817913,0,0,1,0,1,1,0,0,0,20,0,28,90,0,0,0,29,0,36,99,0
Abdul,abdul@gmail.com,abdul8083,GP,M,17,40.0,45.0,50.0,68,73,45.0,5,3,22.571428571428573,1,87.91830938441532,0,1,1,0,0,1,0,0,95,30,0,0,33,0,0,98,56,0,0,93,0
Manisha,manisha@gmail.com,manisha5805,GP,F,16,55.00000000000001,60.0,65.0,65,60,60.0,-5,5,15.0,4,77.40497616854421,0,1,1,1,1,1,0,0,11,8,40,7,39,0,0,68,97,40,41,78,0
Manisha,manisha@gmail.com,manisha2212,GP,F,17,40.0,40.0,45.0,69,71,41.666666666666664,2,5,37.142857142857146,8,71.7260199664123,1,0,1,1,1,0,1,60,0,77,34,10,0,79,98,0,87,66,73,0,79
Piyush,piyush@gmail.com,piyush7659,GP,M,17,30.0,35.0,35.0,55,57,33.333333333333336,2,4,45.714285714285715,7,83.03566492961738,1,1,0,1,1,0,0,90,91,0,53,86,0,0,94,92,0,64,90,0,0
Vivek,vivek@gmail.com,vivek7482,GP,M,16,40.0,45.0,50.0,67,68,45.0,1,5,23.428571428571427,7,70.50442903154675,0,1,1,1,0,1,1,0,13,90,21,0,0,40,0,73,91,80,0,4,64
Abdul,abdul@gmail.com,abdul2017,GP,M,16,65.0,70.0,70.0,76,73,68.33333333333333,-3,4,30.428571428571427,8,75.77033745763529,0,1,0,0,1,1,1,0,97,0,0,65,34,17,0,97,0,0,94,45,51
Manisha,manisha@gmail.com,manisha7285,GP,F,17,70.0,75.0,75.0,75,80,73.33333333333333,5,3,10.285714285714286,7,89.79170756117762,1,1,1,0,0,0,0,52,13,7,0,0,0,0,77,41,41,0,0,0,0
Anshul,anshul@gmail.com,anshul9446,GP,M,17,90.0,80.0,85.0,93,94,85.0,1,5,37.285714285714285,6,83.98899146946738,1,0,0,1,1,1,1,71,0,0,83,28,26,53,79,0,0,86,66,45,68
Anshul,anshul@gmail.com,anshul8140,GP,M,16,45.0,45.0,50.0,84,85,46.666666666666664,1,3,33.57142857142857,3,79.44631367710753,1,0,1,1,0,0,0,87,0,56,92,0,0,0,96,0,66,94,0,0,0
Preeti,preeti@gmail.com,preeti8104,GP,F,17,85.0,85.0,85.0,50,50,85.0,0,5,43.285714285714285,7,80.19495187135124,1,0,0,1,1,1,1,24,0,0,74,91,69,45,49,0,0,97,100,80,55
Varsha,varsha@gmail.com,varsha9124,GP,F,16,45.0,45.0,50.0,80,81,46.666666666666664,1,3,20.285714285714285,6,71.14597238826703,1,1,0,0,0,1,0,50,87,0,0,0,5,0,52,96,0,0,0,57,0
Preeti,preeti@gmail.com,preeti1065,GP,F,16,85.0,85.0,85.0,100,100,85.0,0,4,34.285714285714285,3,89.71044582218094,0,0,1,1,1,0,1,0,0,79,40,96,0,25,0,0,93,83,98,0,34
Mary,mary@gmail.com,mary6777,GP,F,16,40.0,50.0,50.0,70,69,46.666666666666664,-1,3,24.857142857142858,6,71.08814045949009,1,0,0,1,0,1,0,50,0,0,61,0,63,0,67,0,0,67,0,67,0
Varsha,varsha@gmail.com,varsha7902,GP,F,17,50.0,50.0,55.00000000000001,98,100,51.666666666666664,2,4,21.0,1,61.14518716600174,0,1,0,0,1,1,1,0,55,0,0,29,4,59,0,65,0,0,37,51,76
Preeti,preeti@gmail.com,preeti6642,GP,F,17,35.0,30.0,30.0,84,86,31.666666666666668,2,3,15.428571428571429,8,66.76231121858572,0,0,1,0,1,0,1,0,0,38,0,26,0,44,0,0,48,0,52,0,99
Varsha,varsha@gmail.com,varsha5381,GP,F,16,50.0,50.0,55.00000000000001,84,81,51.666666666666664,-3,4,22.571428571428573,3,62.76616538121485,1,1,1,0,0,0,1,79,63,9,0,0,0,7,97,88,15,0,0,0,12
Manisha,manisha@gmail.com,manisha9000,GP,F,17,50.0,45.0,45.0,62,64,46.666666666666664,2,3,29.714285714285715,5,64.00667755537961,1,0,0,1,0,0,1,56,0,0,70,0,0,82,67,0,0,94,0,0,83
Khushi,khushi@gmail.com,khushi4713,GP,F,16,35.0,35.0,35.0,73,71,35.0,-2,5,32.0,5,67.70887603087007,1,0,1,1,1,1,0,65,0,11,94,8,46,0,92,0,74,95,95,82,0
Preeti,preeti@gmail.com,preeti7978,GP,F,16,50.0,55.00000000000001,60.0,50,46,55.0,-4,3,21.142857142857142,5,88.10423890436716,0,0,1,1,0,1,0,0,0,31,85,0,32,0,0,0,58,94,0,92,0
Mary,mary@gmail.com,mary8359,GP,F,16,40.0,40.0,45.0,58,61,41.666666666666664,3,4,29.857142857142858,5,89.0397096973926,1,0,0,1,1,0,1,74,0,0,16,54,0,65,90,0,0,60,86,0,85
Varsha,varsha@gmail.com,varsha7932,GP,F,17,35.0,35.0,35.0,68,63,35.0,-5,4,37.142857142857146,4,69.28531991344964,0,0,1,0,1,1,1,0,0,61,0,54,77,68,0,0,75,0,54,92,73
Khushi,khushi@gmail.com,khushi4232,GP,F,19,40.0,40.0,40.0,65,64,40.0,-1,5,10.714285714285714,4,86.94338700527207,1,0,1,1,1,0,1,1,0,4,6,4,0,60,87,0,57,63,50,0,73
Vivek,vivek@gmail.com,vivek5337,GP,M,17,65.0,65.0,70.0,95,95,66.66666666666667,0,3,22.285714285714285,2,75.85031704401442,0,0,1,0,1,0,1,0,0,76,0,52,0,28,0,0,80,0,97,0,67
Varsha,varsha@gmail.com,varsha6004,GP,F,16,60.0,65.0,70.0,68,71,65.0,3,5,36.285714285714285,8,82.2220111611605,1,1,0,0,1,1,1,59,54,0,0,90,51,0,84,88,0,0,94,95,85
Karan,karan@gmail.com,karan6339,GP,M,18,30.0,35.0,40.0,74,73,35.0,-1,4,14.285714285714286,3,75.56524201927456,0,1,1,0,0,1,1,0,6,68,0,0,25,1,0,55,72,0,0,79,49
Mary,mary@gmail.com,mary2617,GP,F,17,35.0,45.0,45.0,50,53,41.666666666666664,3,3,33.57142857142857,8,65.86884653153696,1,0,1,0,1,0,0,93,0,78,0,64,0,0,94,0,79,0,93,0,0
Mary,mary@gmail.com,mary3725,GP,F,17,70.0,75.0,75.0,86,87,73.33333333333333,1,3,16.428571428571427,7,83.84563357860893,1,1,0,0,0,1,0,36,54,0,0,0,25,0,48,90,0,0,0,32,0
Varsha,varsha@gmail.com,varsha6484,GP,F,17,30.0,30.0,20.0,70,65,26.666666666666668,-5,3,24.285714285714285,3,79.26168581207216,0,0,1,1,1,0,0,0,0,57,93,20,0,0,0,0,93,97,100,0,0
Ansh,ansh@gmail.com,ansh5031,GP,M,18,30.0,30.0,40.0,69,68,33.333333333333336,-1,5,38.57142857142857,8,68.60163205543464,1,1,0,1,1,1,0,89,39,0,30,46,66,0,99,59,0,58,87,84,0
Khushi,khushi@gmail.com,khushi5174,GP,F,17,35.0,35.0,40.0,64,67,36.666666666666664,3,3,28.285714285714285,7,69.16261751886373,0,1,1,0,0,0,1,0,19,82,0,0,0,97,0,46,95,0,0,0,100
Manisha,manisha@gmail.com,manisha7196,GP,F,17,45.0,50.0,50.0,76,71,48.333333333333336,-5,5,34.142857142857146,2,71.37183611813985,1,1,1,1,0,0,1,25,52,48,77,0,0,37,91,61,57,89,0,0,82
Preeti,preeti@gmail.com,preeti4046,GP,F,17,30.0,30.0,30.0,63,68,30.0,5,3,36.285714285714285,2,69.19678645493931,0,1,1,0,0,1,0,0,72,87,0,0,95,0,0,100,98,0,0,98,0
Preeti,preeti@gmail.com,preeti7456,GP,F,17,35.0,30.0,5.0,92,88,23.333333333333332,-4,3,23.714285714285715,3,87.5892332835905,0,1,0,0,0,1,1,0,66,0,0,0,44,56,0,96,0,0,0,49,56
Preeti,preeti@gmail.com,preeti5245,GP,F,16,80.0,80.0,85.0,75,80,81.66666666666667,5,3,12.571428571428571,3,63.208395631363224,0,1,0,0,0,1,1,0,42,0,0,0,2,44,0,73,0,0,0,67,56
Vivek,vivek@gmail.com,vivek2536,GP,M,18,65.0,70.0,70.0,92,95,68.33333333333333,3,3,36.0,5,79.01385800177871,0,1,0,1,1,0,0,0,77,0,90,85,0,0,0,84,0,92,90,0,0
Mary,mary@gmail.com,mary3111,GP,F,16,65.0,65.0,70.0,88,83,66.66666666666667,-5,4,15.857142857142858,6,81.58445737512199,0,0,0,1,1,1,1,0,0,0,10,50,21,30,0,0,0,89,92,48,49
Manisha,manisha@gmail.com,manisha8045,GP,F,18,45.0,40.0,35.0,82,79,40.0,-3,4,16.714285714285715,6,61.009094665121616,0,0,1,1,1,1,0,0,0,28,24,35,30,0,0,0,41,40,38,57,0
Varsha,varsha@gmail.com,varsha4878,GP,F,17,80.0,75.0,75.0,90,85,76.66666666666667,-5,5,27.571428571428573,8,84.24513073955953,0,0,1,1,1,1,1,0,0,33,18,27,53,62,0,0,39,54,40,71,75
Ram,ram@gmail.com,ram6512,GP,M,17,55.00000000000001,50.0,55.00000000000001,52,53,53.333333333333336,1,5,22.571428571428573,8,63.72174201832779,0,1,1,1,0,1,1,0,51,74,15,0,4,14,0,72,85,51,0,75,57
Anshul,anshul@gmail.com,anshul8596,GP,M,18,50.0,40.0,45.0,85,90,45.0,5,5,41.0,1,68.80389147231386,0,1,1,1,0,1,1,0,58,73,57,0,51,48,0,98,100,68,0,82,60
Varsha,varsha@gmail.com,varsha1661,GP,F,17,55.00000000000001,45.0,55.00000000000001,54,55,51.666666666666664,1,3,10.571428571428571,4,80.23480355588157,1,0,0,1,1,0,0,38,0,0,15,21,0,0,88,0,0,17,32,0,0
Preeti,preeti@gmail.com,preeti3391,GP,F,17,65.0,65.0,70.0,69,74,66.66666666666667,5,4,31.714285714285715,4,70.68991988179678,0,1,0,0,1,1,1,0,40,0,0,68,58,56,0,87,0,0,79,66,76
Ansh,ansh@gmail.com,ansh7680,GP,M,17,60.0,60.0,60.0,100,100,60.0,0,5,40.857142857142854,5,67.70293968674136,1,1,1,1,1,0,0,69,72,46,43,56,0,0,71,83,87,91,83,0,0
Piyush,piyush@gmail.com,piyush9470,GP,M,17,60.0,50.0,50.0,97,94,53.333333333333336,-3,4,19.0,6,70.14405935021756,1,1,0,1,1,0,0,7,9,0,34,83,0,0,44,97,0,73,89,0,0
Karan,karan@gmail.com,karan8379,GP,M,16,70.0,65.0,65.0,64,64,66.66666666666667,0,5,15.857142857142858,1,69.51737415741434,1,1,0,1,0,1,1,6,13,0,12,0,22,58,37,96,0,23,0,30,66
